Date (GMT),Rate**
05-Aug-18,68.515
06-Aug-18,68.813
07-Aug-18,68.628
08-Aug-18,68.605
09-Aug-18,68.7613
10-Aug-18,69.115
11-Aug-18,69.095
12-Aug-18,69.095
13-Aug-18,70.135
14-Aug-18,70.045
15-Aug-18,70.375
16-Aug-18,70.05
17-Aug-18,70.005
18-Aug-18,69.795
19-Aug-18,69.795
20-Aug-18,69.81
21-Aug-18,69.805
22-Aug-18,69.825
23-Aug-18,70.175
24-Aug-18,69.853
25-Aug-18,69.775
26-Aug-18,69.775
27-Aug-18,69.9
28-Aug-18,70.095
29-Aug-18,70.5283
30-Aug-18,70.985
31-Aug-18,70.885
01-Sep-18,70.87
02-Sep-18,71.005
03-Sep-18,71.17
04-Sep-18,71.35
05-Sep-18,71.53
06-Sep-18,71.9601
07-Sep-18,72.085
08-Sep-18,72.105
09-Sep-18,72.105
10-Sep-18,72.57
11-Sep-18,72.585
12-Sep-18,71.88
13-Sep-18,71.645
14-Sep-18,71.96
15-Sep-18,72.105
16-Sep-18,72.105
17-Sep-18,72.445
18-Sep-18,72.715
19-Sep-18,71.965
20-Sep-18,71.75
21-Sep-18,72.285
22-Sep-18,72.24
23-Sep-18,72.24
24-Sep-18,72.855
25-Sep-18,72.685
26-Sep-18,72.535
27-Sep-18,72.555
28-Sep-18,72.53
29-Sep-18,72.515
30-Sep-18,72.515
01-Oct-18,73.185
02-Oct-18,73.355
03-Oct-18,73.455
04-Oct-18,73.855
05-Oct-18,74.185
06-Oct-18,73.7705
07-Oct-18,73.7705
08-Oct-18,73.975
09-Oct-18,74.095
10-Oct-18,74.225
11-Oct-18,73.81
12-Oct-18,73.66
13-Oct-18,73.686
14-Oct-18,73.686
15-Oct-18,73.74
16-Oct-18,73.265
17-Oct-18,73.385
18-Oct-18,73.685
19-Oct-18,73.422
20-Oct-18,73.475
21-Oct-18,73.475
22-Oct-18,73.665
23-Oct-18,73.38
24-Oct-18,73.28
25-Oct-18,73.23
26-Oct-18,73.145
27-Oct-18,73.125
28-Oct-18,73.135
29-Oct-18,73.445
30-Oct-18,73.58
31-Oct-18,74.06
01-Nov-18,73.105
02-Nov-18,72.91
03-Nov-18,72.915
04-Nov-18,72.915
05-Nov-18,72.9
06-Nov-18,73.005
07-Nov-18,72.425
08-Nov-18,72.6
09-Nov-18,72.675
10-Nov-18,72.48
11-Nov-18,72.48
12-Nov-18,72.925
13-Nov-18,72.335
14-Nov-18,72.195
15-Nov-18,71.925
16-Nov-18,71.877
17-Nov-18,71.785
18-Nov-18,71.785
19-Nov-18,71.455
20-Nov-18,71.43
21-Nov-18,71.095
22-Nov-18,70.67
23-Nov-18,70.53
24-Nov-18,70.6555
25-Nov-18,70.675
26-Nov-18,70.765
27-Nov-18,70.935
28-Nov-18,70.665
29-Nov-18,69.785
30-Nov-18,69.695
01-Dec-18,69.77
02-Dec-18,69.77
03-Dec-18,70.435
04-Dec-18,70.513
05-Dec-18,70.685
06-Dec-18,70.725
07-Dec-18,71.1633
08-Dec-18,71.375
09-Dec-18,71.375
10-Dec-18,72.435
11-Dec-18,72.255
12-Dec-18,71.835
13-Dec-18,71.495
14-Dec-18,71.9
15-Dec-18,71.92
16-Dec-18,71.92
17-Dec-18,71.615
18-Dec-18,70.515
19-Dec-18,70.265
20-Dec-18,70.075
21-Dec-18,70.12
22-Dec-18,70.14
23-Dec-18,70.14
24-Dec-18,69.985
25-Dec-18,70.26
26-Dec-18,70.045
27-Dec-18,70.255
28-Dec-18,69.905
29-Dec-18,69.925
30-Dec-18,69.9325
31-Dec-18,69.56
01-Jan-19,69.525
02-Jan-19,70.025
03-Jan-19,70.13
04-Jan-19,69.617
05-Jan-19,69.535
06-Jan-19,69.535
07-Jan-19,69.775
08-Jan-19,70.1499
09-Jan-19,70.48
10-Jan-19,70.425
11-Jan-19,70.3949
12-Jan-19,70.38
13-Jan-19,70.38
14-Jan-19,70.755
15-Jan-19,71.0612
16-Jan-19,70.985
17-Jan-19,71.115
18-Jan-19,71.23
19-Jan-19,71.255
20-Jan-19,71.255
21-Jan-19,71.18
22-Jan-19,71.225
23-Jan-19,71.229
24-Jan-19,71.015
25-Jan-19,70.915
26-Jan-19,70.9005
27-Jan-19,70.9005
28-Jan-19,71.0813
29-Jan-19,71.43
30-Jan-19,71.265
31-Jan-19,70.95
01-Feb-19,71.455
02-Feb-19,71.46
03-Feb-19,71.4617
04-Feb-19,71.7
05-Feb-19,71.554
06-Feb-19,71.56
07-Feb-19,71.355
08-Feb-19,71.215
09-Feb-19,71.1755
10-Feb-19,71.1755
11-Feb-19,71.175
12-Feb-19,70.575
13-Feb-19,70.855
14-Feb-19,71.155
15-Feb-19,71.365
16-Feb-19,71.335
17-Feb-19,71.33
18-Feb-19,71.38
19-Feb-19,71.305
20-Feb-19,70.99
21-Feb-19,71.185
22-Feb-19,71.025
23-Feb-19,71.0355
25-Feb-19,70.825
26-Feb-19,71.05
27-Feb-19,71.1525
28-Feb-19,70.855
01-Mar-19,70.93005
02-Mar-19,71
03-Mar-19,71
04-Mar-19,70.9351
05-Mar-19,70.585
06-Mar-19,70.098
07-Mar-19,70.131
08-Mar-19,69.97055
09-Mar-19,69.9969
10-Mar-19,70.0115
11-Mar-19,69.8481
12-Mar-19,69.6075
13-Mar-19,69.4925
14-Mar-19,69.3315
15-Mar-19,68.988
16-Mar-19,68.963
17-Mar-19,68.963
18-Mar-19,68.64755
19-Mar-19,69.04
20-Mar-19,68.803
21-Mar-19,68.8225
22-Mar-19,69.22005
23-Mar-19,69.17
24-Mar-19,69.1705
25-Mar-19,68.892
26-Mar-19,68.962
27-Mar-19,69.052
28-Mar-19,69.194
29-Mar-19,69.3275
30-Mar-19,69.44
31-Mar-19,69.44
01-Apr-19,69.20705
02-Apr-19,68.90505
03-Apr-19,68.413
04-Apr-19,68.96355
05-Apr-19,69.166
07-Apr-19,69.231
08-Apr-19,69.58005
09-Apr-19,69.277
10-Apr-19,69.1425
11-Apr-19,69.016
12-Apr-19,69.227
13-Apr-19,69.1905
14-Apr-19,69.171
15-Apr-19,69.403
16-Apr-19,69.53
17-Apr-19,69.415
18-Apr-19,69.4055
19-Apr-19,69.3675
20-Apr-19,69.39
21-Apr-19,69.39
22-Apr-19,69.6585
23-Apr-19,69.76
24-Apr-19,69.961
25-Apr-19,70.253
26-Apr-19,69.7995
27-Apr-19,69.8505
28-Apr-19,69.8505
29-Apr-19,69.833
30-Apr-19,69.558
01-May-19,69.5675
02-May-19,69.41
03-May-19,69.152
04-May-19,69.178
05-May-19,69.178
06-May-19,69.373
07-May-19,69.602
08-May-19,69.739
09-May-19,70.141
10-May-19,70.0151
11-May-19,69.9325
12-May-19,69.9325
13-May-19,70.5425
14-May-19,70.3141
15-May-19,70.256
16-May-19,70.163
17-May-19,70.3355
18-May-19,70.348
19-May-19,70.348
20-May-19,69.773
21-May-19,69.638
22-May-19,69.724
23-May-19,69.6675
24-May-19,69.3875
25-May-19,69.3805
26-May-19,69.37
27-May-19,69.4775
28-May-19,69.5995
29-May-19,69.863
30-May-19,69.7935
31-May-19,69.5835
01-Jun-19,69.5796
02-Jun-19,69.5805
03-Jun-19,69.1689
04-Jun-19,69.39
05-Jun-19,69.3895
06-Jun-19,69.225
07-Jun-19,69.3375
08-Jun-19,69.39
09-Jun-19,69.39
10-Jun-19,69.4825
11-Jun-19,69.405
12-Jun-19,69.38755
13-Jun-19,69.5175
14-Jun-19,69.83
15-Jun-19,69.8335
16-Jun-19,69.8335
17-Jun-19,69.843
18-Jun-19,69.485
19-Jun-19,69.6817
20-Jun-19,69.5505
21-Jun-19,69.5675
22-Jun-19,69.58
23-Jun-19,69.58
24-Jun-19,69.2755
25-Jun-19,69.254
26-Jun-19,69.16
27-Jun-19,69.03005
28-Jun-19,68.9259
29-Jun-19,68.9503
30-Jun-19,68.9503
01-Jul-19,68.909
02-Jul-19,68.89
03-Jul-19,68.8
04-Jul-19,68.56
05-Jul-19,68.559
06-Jul-19,68.45
07-Jul-19,68.45
08-Jul-19,68.598
09-Jul-19,68.5785
10-Jul-19,68.365
11-Jul-19,68.4425
12-Jul-19,68.563
13-Jul-19,68.5603
14-Jul-19,68.5603
15-Jul-19,68.535
16-Jul-19,68.7099
17-Jul-19,68.8457
18-Jul-19,68.8619
19-Jul-19,68.8555
20-Jul-19,68.8605
21-Jul-19,68.8605
22-Jul-19,68.915
23-Jul-19,69.0415
24-Jul-19,68.95
25-Jul-19,69.0848
26-Jul-19,69.1025
27-Jul-19,68.86
28-Jul-19,68.86
29-Jul-19,68.7475
30-Jul-19,68.8833
31-Jul-19,68.877
